[["40c"],0] NaN
[[7,4,3,2,2,1,1,1,1,1,1],0] 0
[[7,4,3,2,2,1,1,1,1],0] 0
[[7,4,3,2,2,1,1],0] 0
[[7,4,3,2,2],0] 0
[[7,4,3,1,1,1,1,1,1,1,1,1,1],0] 0
[[7,4,3,1,1,1,1,1,1,1,1],0] 0
[[7,4,3,1,1,1,1,1,1],0] 0
[[7,4,3,1,1,1,1],0] 0
[[7,4,3,1,1],0] 0
[[7,4,3],0] 0
[[7,4,2,2,2,2,2,2,2,1,1,1],0] 0
[[7,4,2,2,2,2,2,2,2,1],0] 0
[[7,4,2,2,2,2,2,1,1,1,1,1],0] 0
[[7,4,2,2,2,2,2,1,1,1],0] 0
[[7,4,2,2,2,2,2,1],0] 0
[[7,4,2,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[7,4,2,2,2,1,1,1,1,1,1,1],0] 0
[[7,4,2,2,2,1,1,1,1,1],0] 0
[[7,4,2,2,2,1,1,1],0] 0
[[7,4,2,2,2,1],0] 0
[[7,4,2,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[7,4,2,1,1,1,1,1,1,1,1,1],0] 0
[[7,4,2,1,1,1,1,1,1,1],0] 0
[[7,4,2,1,1,1,1,1],0] 0
[[7,4,2,1,1,1],0] 0
[[7,4,2,1],0] 0
[[7,3,3,3,3,3,3,3,1],0] 1
[[7,3,3,3,3,3,3,2,1,1],0] 2
[[7,3,3,3,3,3,3,2],0] 2
[[7,3,3,3,3,3,2,2,1,1,1],0] 0
[[7,3,3,3,3,3,2,2,1],0] 0
[[7,3,3,3,3,3,1,1,1,1,1],0] 1
[[7,3,3,3,3,3,1,1,1],0] 1
[[7,3,3,3,3,3,1],0] 1
[[7,3,3,3,3,2,2,2,2,2],0] 0
[[7,3,3,3,3,2,2,2,1,1],0] 0
[[7,3,3,3,3,2,2,2],0] 0
[[7,3,3,3,3,2,1,1,1,1,1,1],0] 2
[[7,3,3,3,3,2,1,1,1,1],0] 2
[[7,3,3,3,3,2,1,1],0] 2
[[7,3,3,3,3,2],0] 2
[[7,3,3,3,2,2,2,2,2,2,1],0] 0
[[7,3,3,3,2,2,2,2,1,1,1],0] 0
[[7,3,3,3,2,2,2,2,1],0] 0
[[7,3,3,3,2,2,1,1,1,1,1,1,1],0] 0
[[7,3,3,3,2,2,1,1,1,1,1],0] 0
[[7,3,3,3,2,2,1,1,1],0] 0
[[7,3,3,3,2,2,1],0] 0
[[7,3,3,3,1,1,1,1,1,1,1,1,1],0] 1
[[7,3,3,3,1,1,1,1,1,1,1],0] 1
[[7,3,3,3,1,1,1,1,1],0] 1
[[7,3,3,3,1,1,1],0] 1
[[7,3,3,3,1],0] 1
[[7,3,3,2,2,2,2,2,2,2],0] 0
[[7,3,3,2,2,2,2,2,1,1,1,1],0] 0
[[7,3,3,2,2,2,2,2,1,1],0] 0
[[7,3,3,2,2,2,2,2],0] 0
[[7,3,3,2,2,2,1,1,1,1,1,1],0] 0
[[7,3,3,2,2,2,1,1,1,1],0] 0
[[7,3,3,2,2,2,1,1],0] 0
[[7,3,3,2,2,2],0] 0
[[7,3,3,2,1,1,1,1,1,1,1,1,1,1],0] 2
[[7,3,3,2,1,1,1,1,1,1,1,1],0] 2
[[7,3,3,2,1,1,1,1,1,1],0] 2
[[7,3,3,2,1,1,1,1],0] 2
[[7,3,3,2,1,1],0] 2
[[7,3,3,2],0] 2
[[7,3,2,2,2,2,2,2,2,2,1],0] 0
[[7,3,2,2,2,2,2,2,1,1,1,1,1],0] 0
[[7,3,2,2,2,2,2,2,1,1,1],0] 0
[[7,3,2,2,2,2,2,2,1],0] 0
[[7,3,2,2,2,2,1,1,1,1,1,1,1],0] 0
[[7,3,2,2,2,2,1,1,1,1,1],0] 0
[[7,3,2,2,2,2,1,1,1],0] 0
[[7,3,2,2,2,2,1],0] 0
[[7,3,2,2,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[7,3,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[7,3,2,2,1,1,1,1,1,1,1],0] 0
[[7,3,2,2,1,1,1,1,1],0] 0
[[7,3,2,2,1,1,1],0] 0
[[7,3,2,2,1],0] 0
[[7,3,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[7,3,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[7,3,1,1,1,1,1,1,1,1,1],0] 1
[[7,3,1,1,1,1,1,1,1],0] 1
[[7,3,1,1,1,1,1],0] 1
[[7,3,1,1,1],0] 1
[[7,3,1],0] 1
[[7,2,2,2,2,2,2,2,2,2,1,1],0] 0
[[7,2,2,2,2,2,2,2,2,2],0] 0
[[7,2,2,2,2,2,2,2,1,1,1,1],0] 0
[[7,2,2,2,2,2,2,2,1,1],0] 0
[[7,2,2,2,2,2,2,2],0] 0
[[7,2,2,2,2,2,1,1,1,1,1,1,1,1],0] 0
[[7,2,2,2,2,2,1,1,1,1,1,1],0] 0
[[7,2,2,2,2,2,1,1,1,1],0] 0
[[7,2,2,2,2,2,1,1],0] 0
[[7,2,2,2,2,2],0] 0
[[7,2,2,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[7,2,2,2,1,1,1,1,1,1,1,1],0] 0
[[7,2,2,2,1,1,1,1,1,1],0] 0
[[7,2,2,2,1,1,1,1],0] 0
[[7,2,2,2,1,1],0] 0
[[7,2,2,2],0] 0
[[7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 2
[[7,2,1,1,1,1,1,1,1,1,1,1,1,1],0] 2
[[7,2,1,1,1,1,1,1,1,1,1,1],0] 2
[[7,2,1,1,1,1,1,1,1,1],0] 2
[[7,2,1,1,1,1,1,1],0] 2
[[7,2,1,1,1,1],0] 2
[[7,2,1,1],0] 2
[[7,2],0] 2
[[6,6,6,6,6,3],0] 0
[[6,6,6,6,6,2,1],0] 0
[[6,6,6,6,5,5],0] 0
[[6,6,6,6,4,4],0] 0
[[6,6,6,6,4,3,2],0] 0
[[6,6,6,6,4,1,1,1],0] 0
[[6,6,6,6,4,1],0] 0
[[6,6,6,6,3,3,1,1],0] 0
[[6,6,6,6,3,3],0] 0
[[6,6,6,6,3,2,1],0] 0
[[6,6,6,6,2,2,2,2],0] 0
[[6,6,6,6,2,2,1,1],0] 0
[[6,6,6,6,2,2],0] 0
[[6,6,6,6,1,1,1,1,1,1],0] 0
[[6,6,6,6,1,1,1,1],0] 0
[[6,6,6,6,1,1],0] 0
[[6,6,6,6],0] 0
[[6,6,6,5,5,3],0] 0
[[6,6,6,5,5,2,1],0] 0
[[6,6,6,4,4,4,2],0] 0
[[6,6,6,4,4,3,1,1],0] 0
[[6,6,6,4,4,3],0] 0
[[6,6,6,4,4,2,1,1,1],0] 0
[[6,6,6,4,4,2,1],0] 0
[[6,6,6,4,3,3,3,1],0] 0
[[6,6,6,4,3,3,2],0] 0
[[6,6,6,4,3,2,2,1],0] 0
[[6,6,6,4,3,1,1,1,1,1],0] 0
[[6,6,6,4,3,1,1,1],0] 0
[[6,6,6,4,3,1],0] 0
[[6,6,6,4,2,2,2,1,1],0] 0
[[6,6,6,4,2,2,2],0] 0
[[6,6,6,4,2,1,1,1,1],0] 0
[[6,6,6,4,2,1,1],0] 0
[[6,6,6,4,2],0] 0
[[6,6,6,3,3,3,2,2],0] 0
[[6,6,6,3,3,3,1,1],0] 0
[[6,6,6,3,3,3],0] 0
[[6,6,6,3,3,2,2,2,1],0] 0
[[6,6,6,3,3,2,1,1,1],0] 0
[[6,6,6,3,3,2,1],0] 0
[[6,6,6,3,2,2,2,2],0] 0
[[6,6,6,3,2,2,1,1,1,1],0] 0
[[6,6,6,3,2,2,1,1],0] 0
[[6,6,6,3,2,2],0] 0
[[6,6,6,3,1,1,1,1,1,1],0] 0
[[6,6,6,3,1,1,1,1],0] 0
[[6,6,6,3,1,1],0] 0
[[6,6,6,3],0] 0
[[6,6,6,2,2,2,2,2,1],0] 0
[[6,6,6,2,2,2,1,1,1,1,1],0] 0
[[6,6,6,2,2,2,1,1,1],0] 0
[[6,6,6,2,2,2,1],0] 0
[[6,6,6,2,1,1,1,1,1,1,1],0] 0
[[6,6,6,2,1,1,1,1,1],0] 0
[[6,6,6,2,1,1,1],0] 0
[[6,6,6,2,1],0] 0
[[6,6,5,5,5,5],0] 0
[[6,6,5,5,4,4,1,1],0] 0
[[6,6,5,5,4,4],0] 0
[[6,6,5,5,4,3,2],0] 0
[[6,6,5,5,4,2,2,1],0] 0
[[6,6,5,5,4,1,1,1],0] 0
[[6,6,5,5,4,1],0] 0
[[6,6,5,5,3,3,2,2],0] 0
[[6,6,5,5,3,3,1,1],0] 0
[[6,6,5,5,3,3],0] 0
[[6,6,5,5,3,2,1,1,1],0] 0
[[6,6,5,5,3,2,1],0] 0
[[6,6,5,5,2,2,2,2],0] 0
[[6,6,5,5,2,2,1,1,1,1],0] 0
[[6,6,5,5,2,2,1,1],0] 0
[[6,6,5,5,2,2],0] 0
[[6,6,5,5,1,1,1,1,1,1],0] 0
[[6,6,5,5,1,1,1,1],0] 0
[[6,6,5,5,1,1],0] 0
[[6,6,5,5],0] 0
[[6,6,4,4,4,4,2,2],0] 0
[[6,6,4,4,4,4,1,1],0] 0
[[6,6,4,4,4,4],0] 0
[[6,6,4,4,4,3,3,1],0] 0
[[6,6,4,4,4,3,2,1,1],0] 0
[[6,6,4,4,4,3,2],0] 0
[[6,6,4,4,4,2,2,1],0] 0
[[6,6,4,4,4,1,1,1,1,1],0] 0
[[6,6,4,4,4,1,1,1],0] 0
[[6,6,4,4,4,1],0] 0
[[6,6,4,4,3,3,3,3],0] 0
[[6,6,4,4,3,3,2,2],0] 0
[[6,6,4,4,3,3,1,1,1,1],0] 0
[[6,6,4,4,3,3,1,1],0] 0
[[6,6,4,4,3,3],0] 0
[[6,6,4,4,3,2,2,2,1],0] 0
[[6,6,4,4,3,2,1,1,1],0] 0
[[6,6,4,4,3,2,1],0] 0
[[6,6,4,4,2,2,2,2,1,1],0] 0
[[6,6,4,4,2,2,2,2],0] 0
[[6,6,4,4,2,2,1,1,1,1],0] 0
[[6,6,4,4,2,2,1,1],0] 0
[[6,6,4,4,2,2],0] 0
[[6,6,4,4,1,1,1,1,1,1,1,1],0] 0
[[6,6,4,4,1,1,1,1,1,1],0] 0
[[6,6,4,4,1,1,1,1],0] 0
[[6,6,4,4,1,1],0] 0
[[6,6,4,4],0] 0
[[6,6,4,3,3,3,3,1],0] 0
[[6,6,4,3,3,3,2,2,2],0] 0
[[6,6,4,3,3,3,2,1,1],0] 0
[[6,6,4,3,3,3,2],0] 0
[[6,6,4,3,3,2,2,1,1,1],0] 0
[[6,6,4,3,3,2,2,1],0] 0
[[6,6,4,3,3,1,1,1,1,1],0] 0
[[6,6,4,3,3,1,1,1],0] 0
[[6,6,4,3,3,1],0] 0
[[6,6,4,3,2,2,2,2,2],0] 0
[[6,6,4,3,2,2,2,1,1,1,1],0] 0
[[6,6,4,3,2,2,2,1,1],0] 0
[[6,6,4,3,2,2,2],0] 0
[[6,6,4,3,2,1,1,1,1,1,1],0] 0
[[6,6,4,3,2,1,1,1,1],0] 0
[[6,6,4,3,2,1,1],0] 0
[[6,6,4,3,2],0] 0
[[6,6,4,2,2,2,2,2,2,1],0] 0
[[6,6,4,2,2,2,2,1,1,1],0] 0
[[6,6,4,2,2,2,2,1],0] 0
[[6,6,4,2,2,1,1,1,1,1,1,1],0] 0
[[6,6,4,2,2,1,1,1,1,1],0] 0
[[6,6,4,2,2,1,1,1],0] 0
[[6,6,4,2,2,1],0] 0
[[6,6,4,1,1,1,1,1,1,1,1,1],0] 0
[[6,6,4,1,1,1,1,1,1,1],0] 0
[[6,6,4,1,1,1,1,1],0] 0
[[6,6,4,1,1,1],0] 0
[[6,6,4,1],0] 0
[[6,6,3,3,3,3,3,3],0] 0
[[6,6,3,3,3,3,3,2,1],0] 0
[[6,6,3,3,3,3,2,2,1,1],0] 0
[[6,6,3,3,3,3,2,2],0] 0
[[6,6,3,3,3,3,1,1,1,1],0] 0
[[6,6,3,3,3,3,1,1],0] 0
[[6,6,3,3,3,3],0] 0
[[6,6,3,3,3,2,2,2,1],0] 0
[[6,6,3,3,3,2,1,1,1,1,1],0] 0
[[6,6,3,3,3,2,1,1,1],0] 0
[[6,6,3,3,3,2,1],0] 0
[[6,6,3,3,2,2,2,2,2,2],0] 0
[[6,6,3,3,2,2,2,2,1,1],0] 0
[[6,6,3,3,2,2,2,2],0] 0
[[6,6,3,3,2,2,1,1,1,1,1,1],0] 0
[[6,6,3,3,2,2,1,1,1,1],0] 0
[[6,6,3,3,2,2,1,1],0] 0
[[6,6,3,3,2,2],0] 0
[[6,6,3,3,1,1,1,1,1,1,1,1],0] 0
[[6,6,3,3,1,1,1,1,1,1],0] 0
[[6,6,3,3,1,1,1,1],0] 0
[[6,6,3,3,1,1],0] 0
[[6,6,3,3],0] 0
[[6,6,3,2,2,2,2,2,1,1,1],0] 0
[[6,6,3,2,2,2,2,2,1],0] 0
[[6,6,3,2,2,2,1,1,1,1,1],0] 0
[[6,6,3,2,2,2,1,1,1],0] 0
[[6,6,3,2,2,2,1],0] 0
[[6,6,3,2,1,1,1,1,1,1,1,1,1],0] 0
[[6,6,3,2,1,1,1,1,1,1,1],0] 0
[[6,6,3,2,1,1,1,1,1],0] 0
[[6,6,3,2,1,1,1],0] 0
[[6,6,3,2,1],0] 0
[[6,6,2,2,2,2,2,2,2,2],0] 0
[[6,6,2,2,2,2,2,2,1,1,1,1],0] 0
[[6,6,2,2,2,2,2,2,1,1],0] 0
[[6,6,2,2,2,2,2,2],0] 0
[[6,6,2,2,2,2,1,1,1,1,1,1],0] 0
[[6,6,2,2,2,2,1,1,1,1],0] 0
[[6,6,2,2,2,2,1,1],0] 0
[[6,6,2,2,2,2],0] 0
[[6,6,2,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,6,2,2,1,1,1,1,1,1,1,1],0] 0
[[6,6,2,2,1,1,1,1,1,1],0] 0
[[6,6,2,2,1,1,1,1],0] 0
[[6,6,2,2,1,1],0] 0
[[6,6,2,2],0] 0
[[6,6,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,6,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,6,1,1,1,1,1,1,1,1],0] 0
[[6,6,1,1,1,1,1,1],0] 0
[[6,6,1,1,1,1],0] 0
[[6,6,1,1],0] 0
[[6,6],0] 0
[[6,5,5,5,5,4,2],0] 0
[[6,5,5,5,5,3,1,1],0] 2
[[6,5,5,5,5,3],0] 2
[[6,5,5,5,5,2,1,1,1],0] 0
[[6,5,5,5,5,2,1],0] 0
[[6,5,5,4,4,4,3,1],0] 0
[[6,5,5,4,4,4,2],0] 0
[[6,5,5,4,4,3,2,2],0] 0
[[6,5,5,4,4,3,1,1],0] 0
[[6,5,5,4,4,3],0] 0
[[6,5,5,4,4,2,2,2,1],0] 0
[[6,5,5,4,4,2,1,1,1],0] 0
[[6,5,5,4,4,2,1],0] 0
[[6,5,5,4,3,3,3,1],0] 0
[[6,5,5,4,3,3,2,1,1],0] 0
[[6,5,5,4,3,3,2],0] 0
[[6,5,5,4,3,2,2,1,1,1],0] 0
[[6,5,5,4,3,2,2,1],0] 0
[[6,5,5,4,3,1,1,1,1,1],0] 0
[[6,5,5,4,3,1,1,1],0] 0
[[6,5,5,4,3,1],0] 0
[[6,5,5,4,2,2,2,2,2],0] 0
[[6,5,5,4,2,2,2,1,1],0] 0
[[6,5,5,4,2,2,2],0] 0
[[6,5,5,4,2,1,1,1,1,1,1],0] 0
[[6,5,5,4,2,1,1,1,1],0] 0
[[6,5,5,4,2,1,1],0] 0
[[6,5,5,4,2],0] 0
[[6,5,5,3,3,3,3,3],0] 2
[[6,5,5,3,3,3,3,2,1],0] 0
[[6,5,5,3,3,3,2,2],0] 0
[[6,5,5,3,3,3,1,1,1,1],0] 2
[[6,5,5,3,3,3,1,1],0] 2
[[6,5,5,3,3,3],0] 2
[[6,5,5,3,3,2,2,2,1],0] 0
[[6,5,5,3,3,2,1,1,1,1,1],0] 0
[[6,5,5,3,3,2,1,1,1],0] 0
[[6,5,5,3,3,2,1],0] 0
[[6,5,5,3,2,2,2,2,1,1],0] 0
[[6,5,5,3,2,2,2,2],0] 0
[[6,5,5,3,2,2,1,1,1,1],0] 0
[[6,5,5,3,2,2,1,1],0] 0
[[6,5,5,3,2,2],0] 0
[[6,5,5,3,1,1,1,1,1,1,1,1],0] 2
[[6,5,5,3,1,1,1,1,1,1],0] 2
[[6,5,5,3,1,1,1,1],0] 2
[[6,5,5,3,1,1],0] 2
[[6,5,5,3],0] 2
[[6,5,5,2,2,2,2,2,1,1,1],0] 0
[[6,5,5,2,2,2,2,2,1],0] 0
[[6,5,5,2,2,2,1,1,1,1,1],0] 0
[[6,5,5,2,2,2,1,1,1],0] 0
[[6,5,5,2,2,2,1],0] 0
[[6,5,5,2,1,1,1,1,1,1,1,1,1],0] 0
[[6,5,5,2,1,1,1,1,1,1,1],0] 0
[[6,5,5,2,1,1,1,1,1],0] 0
[[6,5,5,2,1,1,1],0] 0
[[6,5,5,2,1],0] 0
[[6,4,4,4,4,4,3,1],0] 0
[[6,4,4,4,4,4,2,1,1],0] 0
[[6,4,4,4,4,4,2],0] 0
[[6,4,4,4,4,3,3,3],0] 0
[[6,4,4,4,4,3,3,2,1],0] 0
[[6,4,4,4,4,3,2,2],0] 0
[[6,4,4,4,4,3,1,1,1,1],0] 0
[[6,4,4,4,4,3,1,1],0] 0
[[6,4,4,4,4,3],0] 0
[[6,4,4,4,4,2,2,2,1],0] 0
[[6,4,4,4,4,2,1,1,1,1,1],0] 0
[[6,4,4,4,4,2,1,1,1],0] 0
[[6,4,4,4,4,2,1],0] 0
[[6,4,4,4,3,3,3,1,1,1],0] 0
[[6,4,4,4,3,3,3,1],0] 0
[[6,4,4,4,3,3,2,2,2],0] 0
[[6,4,4,4,3,3,2,1,1],0] 0
[[6,4,4,4,3,3,2],0] 0
[[6,4,4,4,3,2,2,2,2,1],0] 0
[[6,4,4,4,3,2,2,1,1,1],0] 0
[[6,4,4,4,3,2,2,1],0] 0
[[6,4,4,4,3,1,1,1,1,1,1,1],0] 0
[[6,4,4,4,3,1,1,1,1,1],0] 0
[[6,4,4,4,3,1,1,1],0] 0
[[6,4,4,4,3,1],0] 0
[[6,4,4,4,2,2,2,2,2],0] 0
[[6,4,4,4,2,2,2,1,1,1,1],0] 0
[[6,4,4,4,2,2,2,1,1],0] 0
[[6,4,4,4,2,2,2],0] 0
[[6,4,4,4,2,1,1,1,1,1,1],0] 0
[[6,4,4,4,2,1,1,1,1],0] 0
[[6,4,4,4,2,1,1],0] 0
[[6,4,4,4,2],0] 0
[[6,4,4,3,3,3,3,3],0] 0
[[6,4,4,3,3,3,3,2,1],0] 0
[[6,4,4,3,3,3,2,2,1,1],0] 0
[[6,4,4,3,3,3,2,2],0] 0
[[6,4,4,3,3,3,1,1,1,1],0] 0
[[6,4,4,3,3,3,1,1],0] 0
[[6,4,4,3,3,3],0] 0
[[6,4,4,3,3,2,2,2,1,1,1],0] 0
[[6,4,4,3,3,2,2,2,1],0] 0
[[6,4,4,3,3,2,1,1,1,1,1],0] 0
[[6,4,4,3,3,2,1,1,1],0] 0
[[6,4,4,3,3,2,1],0] 0
[[6,4,4,3,2,2,2,2,2,2],0] 0
[[6,4,4,3,2,2,2,2,1,1],0] 0
[[6,4,4,3,2,2,2,2],0] 0
[[6,4,4,3,2,2,1,1,1,1,1,1],0] 0
[[6,4,4,3,2,2,1,1,1,1],0] 0
[[6,4,4,3,2,2,1,1],0] 0
[[6,4,4,3,2,2],0] 0
[[6,4,4,3,1,1,1,1,1,1,1,1],0] 0
[[6,4,4,3,1,1,1,1,1,1],0] 0
[[6,4,4,3,1,1,1,1],0] 0
[[6,4,4,3,1,1],0] 0
[[6,4,4,3],0] 0
[[6,4,4,2,2,2,2,2,2,2,1],0] 0
[[6,4,4,2,2,2,2,2,1,1,1],0] 0
[[6,4,4,2,2,2,2,2,1],0] 0
[[6,4,4,2,2,2,1,1,1,1,1,1,1],0] 0
[[6,4,4,2,2,2,1,1,1,1,1],0] 0
[[6,4,4,2,2,2,1,1,1],0] 0
[[6,4,4,2,2,2,1],0] 0
[[6,4,4,2,1,1,1,1,1,1,1,1,1],0] 0
[[6,4,4,2,1,1,1,1,1,1,1],0] 0
[[6,4,4,2,1,1,1,1,1],0] 0
[[6,4,4,2,1,1,1],0] 0
[[6,4,4,2,1],0] 0
[[6,4,3,3,3,3,3,3,2],0] 0
[[6,4,3,3,3,3,3,2,2,1],0] 0
[[6,4,3,3,3,3,3,1,1,1],0] 0
[[6,4,3,3,3,3,3,1],0] 0
[[6,4,3,3,3,3,2,2,2],0] 0
[[6,4,3,3,3,3,2,1,1,1,1],0] 0
[[6,4,3,3,3,3,2,1,1],0] 0
[[6,4,3,3,3,3,2],0] 0
[[6,4,3,3,3,2,2,2,2,1],0] 0
[[6,4,3,3,3,2,2,1,1,1,1,1],0] 0
[[6,4,3,3,3,2,2,1,1,1],0] 0
[[6,4,3,3,3,2,2,1],0] 0
[[6,4,3,3,3,1,1,1,1,1,1,1],0] 0
[[6,4,3,3,3,1,1,1,1,1],0] 0
[[6,4,3,3,3,1,1,1],0] 0
[[6,4,3,3,3,1],0] 0
[[6,4,3,3,2,2,2,2,2,1,1],0] 0
[[6,4,3,3,2,2,2,2,2],0] 0
[[6,4,3,3,2,2,2,1,1,1,1],0] 0
[[6,4,3,3,2,2,2,1,1],0] 0
[[6,4,3,3,2,2,2],0] 0
[[6,4,3,3,2,1,1,1,1,1,1,1,1],0] 0
[[6,4,3,3,2,1,1,1,1,1,1],0] 0
[[6,4,3,3,2,1,1,1,1],0] 0
[[6,4,3,3,2,1,1],0] 0
[[6,4,3,3,2],0] 0
[[6,4,3,2,2,2,2,2,2,1,1,1],0] 0
[[6,4,3,2,2,2,2,2,2,1],0] 0
[[6,4,3,2,2,2,2,1,1,1,1,1],0] 0
[[6,4,3,2,2,2,2,1,1,1],0] 0
[[6,4,3,2,2,2,2,1],0] 0
[[6,4,3,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[6,4,3,2,2,1,1,1,1,1,1,1],0] 0
[[6,4,3,2,2,1,1,1,1,1],0] 0
[[6,4,3,2,2,1,1,1],0] 0
[[6,4,3,2,2,1],0] 0
[[6,4,3,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,4,3,1,1,1,1,1,1,1,1,1],0] 0
[[6,4,3,1,1,1,1,1,1,1],0] 0
[[6,4,3,1,1,1,1,1],0] 0
[[6,4,3,1,1,1],0] 0
[[6,4,3,1],0] 0
[[6,4,2,2,2,2,2,2,2,2,2],0] 0
[[6,4,2,2,2,2,2,2,2,1,1],0] 0
[[6,4,2,2,2,2,2,2,2],0] 0
[[6,4,2,2,2,2,2,1,1,1,1,1,1],0] 0
[[6,4,2,2,2,2,2,1,1,1,1],0] 0
[[6,4,2,2,2,2,2,1,1],0] 0
[[6,4,2,2,2,2,2],0] 0
[[6,4,2,2,2,1,1,1,1,1,1,1,1],0] 0
[[6,4,2,2,2,1,1,1,1,1,1],0] 0
[[6,4,2,2,2,1,1,1,1],0] 0
[[6,4,2,2,2,1,1],0] 0
[[6,4,2,2,2],0] 0
[[6,4,2,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,4,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,4,2,1,1,1,1,1,1,1,1],0] 0
[[6,4,2,1,1,1,1,1,1],0] 0
[[6,4,2,1,1,1,1],0] 0
[[6,4,2,1,1],0] 0
[[6,4,2],0] 0
[[6,3,3,3,3,3,3,3,1,1],0] 2
[[6,3,3,3,3,3,3,3],0] 2
[[6,3,3,3,3,3,3,2,1,1,1],0] 0
[[6,3,3,3,3,3,3,2,1],0] 0
[[6,3,3,3,3,3,2,2,2,2],0] 0
[[6,3,3,3,3,3,2,2,1,1],0] 0
[[6,3,3,3,3,3,2,2],0] 0
[[6,3,3,3,3,3,1,1,1,1,1,1],0] 2
[[6,3,3,3,3,3,1,1,1,1],0] 2
[[6,3,3,3,3,3,1,1],0] 2
[[6,3,3,3,3,3],0] 2
[[6,3,3,3,3,2,2,2,2,2,1],0] 0
[[6,3,3,3,3,2,2,2,1,1,1],0] 0
[[6,3,3,3,3,2,2,2,1],0] 0
[[6,3,3,3,3,2,1,1,1,1,1,1,1],0] 0
[[6,3,3,3,3,2,1,1,1,1,1],0] 0
[[6,3,3,3,3,2,1,1,1],0] 0
[[6,3,3,3,3,2,1],0] 0
[[6,3,3,3,2,2,2,2,2,2],0] 0
[[6,3,3,3,2,2,2,2,1,1,1,1],0] 0
[[6,3,3,3,2,2,2,2,1,1],0] 0
[[6,3,3,3,2,2,2,2],0] 0
[[6,3,3,3,2,2,1,1,1,1,1,1],0] 0
[[6,3,3,3,2,2,1,1,1,1],0] 0
[[6,3,3,3,2,2,1,1],0] 0
[[6,3,3,3,2,2],0] 0
[[6,3,3,3,1,1,1,1,1,1,1,1,1,1],0] 2
[[6,3,3,3,1,1,1,1,1,1,1,1],0] 2
[[6,3,3,3,1,1,1,1,1,1],0] 2
[[6,3,3,3,1,1,1,1],0] 2
[[6,3,3,3,1,1],0] 2
[[6,3,3,3],0] 2
[[6,3,3,2,2,2,2,2,2,2,1],0] 0
[[6,3,3,2,2,2,2,2,1,1,1,1,1],0] 0
[[6,3,3,2,2,2,2,2,1,1,1],0] 0
[[6,3,3,2,2,2,2,2,1],0] 0
[[6,3,3,2,2,2,1,1,1,1,1,1,1],0] 0
[[6,3,3,2,2,2,1,1,1,1,1],0] 0
[[6,3,3,2,2,2,1,1,1],0] 0
[[6,3,3,2,2,2,1],0] 0
[[6,3,3,2,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,3,3,2,1,1,1,1,1,1,1,1,1],0] 0
[[6,3,3,2,1,1,1,1,1,1,1],0] 0
[[6,3,3,2,1,1,1,1,1],0] 0
[[6,3,3,2,1,1,1],0] 0
[[6,3,3,2,1],0] 0
[[6,3,2,2,2,2,2,2,2,2,1,1],0] 0
[[6,3,2,2,2,2,2,2,2,2],0] 0
[[6,3,2,2,2,2,2,2,1,1,1,1],0] 0
[[6,3,2,2,2,2,2,2,1,1],0] 0
[[6,3,2,2,2,2,2,2],0] 0
[[6,3,2,2,2,2,1,1,1,1,1,1,1,1],0] 0
[[6,3,2,2,2,2,1,1,1,1,1,1],0] 0
[[6,3,2,2,2,2,1,1,1,1],0] 0
[[6,3,2,2,2,2,1,1],0] 0
[[6,3,2,2,2,2],0] 0
[[6,3,2,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[6,3,2,2,1,1,1,1,1,1,1,1],0] 0
[[6,3,2,2,1,1,1,1,1,1],0] 0
[[6,3,2,2,1,1,1,1],0] 0
[[6,3,2,2,1,1],0] 0
[[6,3,2,2],0] 0
[[6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 2
[[6,3,1,1,1,1,1,1,1,1,1,1,1,1],0] 2
[[6,3,1,1,1,1,1,1,1,1,1,1],0] 2
[[6,3,1,1,1,1,1,1,1,1],0] 2
[[6,3,1,1,1,1,1,1],0] 2
[[6,3,1,1,1,1],0] 2
[[6,3,1,1],0] 2
[[6,3],0] 2
[[6,2,2,2,2,2,2,2,2,2,1,1,1],0] 0
[[6,2,2,2,2,2,2,2,2,2,1],0] 0
[[6,2,2,2,2,2,2,2,1,1,1,1,1],0] 0
[[6,2,2,2,2,2,2,2,1,1,1],0] 0
[[6,2,2,2,2,2,2,2,1],0] 0
[[6,2,2,2,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[6,2,2,2,2,2,1,1,1,1,1,1,1],0] 0
